"D:0","D:1","D:2","DD:0","DD:1","DD:2","U:0","U:1","U:2","epsilon:0","epsilon:1","epsilon:2","epsilon:3","epsilon:4","epsilon:5","epsilonEq","pointD:0","pointD:1","pointD:2","pointDD:0","pointDD:1","pointDD:2","sigma:0","sigma:1","sigma:2","sigma:3","sigma:4","sigma:5","sigmaEq","sigmaHyd","vtkValidPointMask","arc_length","Points:0","Points:1","Points:2"
1.019e-18,-5.7705e-19,-1.4836e-36,2.5815e-24,1.2772e-24,0,0,0,0,4.8249e-17,-2.0616e-17,0,-1.5173e-20,9.1278e-35,7.1497e-34,4.0813e-17,1.019e-18,-5.7705e-19,-1.4837e-36,2.5815e-24,1.2772e-24,0,0.0001076,1.7136e-07,3.2332e-05,-2.367e-08,1.4239e-22,1.1153e-21,9.5501e-05,4.6827e-05,1,0.02,0.02,0.098,0
1.1168e-18,-6.3092e-19,-1.2272e-35,3.093e-24,1.3537e-24,0,0,0,0,4.8265e-17,-2.0638e-17,0,2.8152e-20,9.0577e-34,-6.5295e-33,4.0834e-17,1.1169e-18,-6.3092e-19,-1.2272e-35,3.093e-24,1.3537e-24,0,0.00010762,1.2878e-07,3.2324e-05,4.3917e-08,1.413e-21,-1.0186e-20,9.5551e-05,4.6819e-05,1,0.022,0.022,0.098,0
1.2147e-18,-6.8478e-19,-2.306e-35,3.6045e-24,1.4303e-24,0,0,0,0,4.8282e-17,-2.0661e-17,0,7.1477e-20,1.7203e-33,-1.3774e-32,4.0855e-17,1.2147e-18,-6.8478e-19,-2.306e-35,3.6045e-24,1.4303e-24,0,0.00010764,8.6187e-08,3.2317e-05,1.115e-07,2.6836e-21,-2.1487e-20,9.56e-05,4.6811e-05,1,0.024,0.024,0.098,0
1.313e-18,-7.4485e-19,-2.057e-35,4.1533e-24,1.4276e-24,0,0,0,0,4.8337e-17,-2.069e-17,0,8.4417e-20,1.8725e-33,-1.2941e-32,4.0905e-17,1.313e-18,-7.4485e-19,-2.057e-35,4.1533e-24,1.4276e-24,0,0.00010775,6.9631e-08,3.2346e-05,1.3169e-07,2.9211e-21,-2.0188e-20,9.5717e-05,4.6859e-05,1,0.026,0.026,0.098,0
1.4113e-18,-8.0492e-19,-1.808e-35,4.702e-24,1.4249e-24,0,0,0,0,4.8392e-17,-2.072e-17,0,9.7356e-20,2.0247e-33,-1.2108e-32,4.0954e-17,1.4113e-18,-8.0492e-19,-1.808e-35,4.702e-24,1.425e-24,0,0.00010787,5.3076e-08,3.2376e-05,1.5188e-07,3.1586e-21,-1.8889e-20,9.5833e-05,4.6908e-05,1,0.028,0.028,0.098,0
1.51e-18,-8.7192e-19,-7.4007e-36,5.2753e-24,1.3667e-24,0,0,0,0,4.8446e-17,-2.0746e-17,0,9.514e-20,1.3838e-33,-5.5649e-33,4.1002e-17,1.51e-18,-8.7192e-19,-7.4007e-36,5.2753e-24,1.3667e-24,0,0.00010799,4.6513e-08,3.241e-05,1.4842e-07,2.1588e-21,-8.6813e-21,9.5944e-05,4.6961e-05,1,0.03,0.03,0.098,0
1.6087e-18,-9.3892e-19,3.2791e-36,5.8486e-24,1.3085e-24,0,0,0,0,4.8501e-17,-2.0771e-17,0,9.2925e-20,7.4295e-34,9.7851e-34,4.1049e-17,1.6087e-18,-9.3892e-19,3.2791e-36,5.8486e-24,1.3085e-24,0,0.0001081,3.995e-08,3.2443e-05,1.4496e-07,1.159e-21,1.5265e-21,9.6054e-05,4.7014e-05,1,0.032,0.032,0.098,0
1.7077e-18,-1.0134e-18,1.4289e-35,6.4392e-24,1.2119e-24,0,0,0,0,4.855e-17,-2.0793e-17,0,8.4279e-20,1.4795e-34,6.6e-33,4.1091e-17,1.7077e-18,-1.0134e-18,1.4289e-35,6.4392e-24,1.2119e-24,0,0.00010821,3.8986e-08,3.2476e-05,1.3147e-07,2.308e-22,1.0296e-20,9.6153e-05,4.7065e-05,1,0.034,0.034,0.098,0
1.8067e-18,-1.0878e-18,2.5299e-35,7.0297e-24,1.1153e-24,0,0,0,0,4.86e-17,-2.0815e-17,0,7.5633e-20,-4.4705e-34,1.2222e-32,4.1133e-17,1.8067e-18,-1.0878e-18,2.5299e-35,7.0297e-24,1.1153e-24,0,0.00010832,3.8022e-08,3.2509e-05,1.1799e-07,-6.9741e-22,1.9066e-20,9.6251e-05,4.7116e-05,1,0.036,0.036,0.098,0
1.906e-18,-1.17e-18,3.1234e-35,7.6255e-24,9.7314e-25,0,0,0,0,4.8636e-17,-2.083e-17,0,6.4726e-20,-5.0653e-34,1.442e-32,4.1163e-17,1.906e-18,-1.17e-18,3.1234e-35,7.6255e-24,9.7314e-25,0,0.00010841,3.9053e-08,3.2533e-05,1.0097e-07,-7.9019e-22,2.2495e-20,9.6322e-05,4.7155e-05,1,0.038,0.038,0.098,0
2.0052e-18,-1.2522e-18,3.7168e-35,8.2212e-24,8.31e-25,0,0,0,0,4.8672e-17,-2.0845e-17,0,5.3819e-20,-5.6601e-34,1.6618e-32,4.1193e-17,2.0052e-18,-1.2522e-18,3.7168e-35,8.2212e-24,8.31e-25,0,0.00010849,4.0084e-08,3.2558e-05,8.3958e-08,-8.8297e-22,2.5924e-20,9.6393e-05,4.7193e-05,1,0.04,0.04,0.098,0
2.1046e-18,-1.3424e-18,2.6684e-35,8.819e-24,6.3908e-25,0,0,0,0,4.8695e-17,-2.0854e-17,0,4.286e-20,-5.7984e-34,1.3628e-32,4.1213e-17,2.1046e-18,-1.3424e-18,2.6684e-35,8.819e-24,6.3908e-25,0,0.00010854,4.2085e-08,3.2574e-05,6.6861e-08,-9.0454e-22,2.1259e-20,9.6437e-05,4.7219e-05,1,0.042,0.042,0.098,0
2.2041e-18,-1.4325e-18,1.62e-35,9.4169e-24,4.4716e-25,0,0,0,0,4.8718e-17,-2.0863e-17,0,3.1901e-20,-5.9366e-34,1.0638e-32,4.1232e-17,2.2041e-18,-1.4325e-18,1.62e-35,9.4169e-24,4.4716e-25,0,0.00010859,4.4087e-08,3.259e-05,4.9765e-08,-9.261e-22,1.6595e-20,9.6482e-05,4.7244e-05,1,0.044,0.044,0.098,0
2.3036e-18,-1.5308e-18,1.0014e-35,1.0035e-23,2.2375e-25,0,0,0,0,4.8727e-17,-2.0866e-17,0,2.1879e-20,-1.673e-33,1.0455e-32,4.1239e-17,2.3036e-18,-1.5308e-18,1.0014e-35,1.0035e-23,2.2375e-25,0,0.00010861,4.6211e-08,3.2598e-05,3.4132e-08,-2.6099e-21,1.631e-20,9.65e-05,4.7256e-05,1,0.046,0.046,0.098,0
2.4031e-18,-1.6291e-18,3.8283e-36,1.0653e-23,3.3289e-28,0,0,0,0,4.8737e-17,-2.0869e-17,0,1.1858e-20,-2.7523e-33,1.0273e-32,4.1247e-17,2.4031e-18,-1.6291e-18,3.8283e-36,1.0653e-23,3.3297e-28,0,0.00010863,4.8336e-08,3.2605e-05,1.8498e-08,-4.2936e-21,1.6025e-20,9.6518e-05,4.7268e-05,1,0.048,0.048,0.098,0
2.5026e-18,-1.7356e-18,4.2034e-36,1.1304e-23,-2.8125e-25,0,0,0,0,4.8735e-17,-2.0868e-17,0,3.1754e-21,-2.1192e-33,8.3608e-33,4.1245e-17,2.5026e-18,-1.7356e-18,4.2034e-36,1.1304e-23,-2.8125e-25,0,0.00010863,5.0366e-08,3.2604e-05,4.9536e-09,-3.3059e-21,1.3043e-20,9.6513e-05,4.7269e-05,1,0.05,0.05,0.098,0
2.6022e-18,-1.8421e-18,4.5785e-36,1.1955e-23,-5.6283e-25,0,0,0,0,4.8733e-17,-2.0866e-17,0,-5.507e-21,-1.4861e-33,6.4489e-33,4.1243e-17,2.6021e-18,-1.8421e-18,4.5785e-36,1.1955e-23,-5.6283e-25,0,0.00010863,5.2395e-08,3.2604e-05,-8.591e-09,-2.3183e-21,1.006e-20,9.6508e-05,4.7269e-05,1,0.052,0.052,0.098,0
2.7017e-18,-1.9568e-18,-9.4791e-37,1.2625e-23,-9.3372e-25,0,0,0,0,4.872e-17,-2.086e-17,0,-1.2775e-20,-1.3527e-34,5.5522e-33,4.1232e-17,2.7017e-18,-1.9568e-18,-9.4791e-37,1.2625e-23,-9.3371e-25,0,0.0001086,5.4158e-08,3.2596e-05,-1.9929e-08,-2.1103e-22,8.6615e-21,9.6483e-05,4.7259e-05,1,0.054,0.054,0.098,0
2.8012e-18,-2.0715e-18,-6.4743e-36,1.3295e-23,-1.3046e-24,0,0,0,0,4.8708e-17,-2.0854e-17,0,-2.0043e-20,1.2155e-33,4.6556e-33,4.1221e-17,2.8012e-18,-2.0715e-18,-6.4743e-36,1.3295e-23,-1.3046e-24,0,0.00010857,5.5921e-08,3.2589e-05,-3.1268e-08,1.8962e-21,7.2627e-21,9.6458e-05,4.7249e-05,1,0.056,0.056,0.098,0
2.9006e-18,-2.1945e-18,-1.3723e-35,1.3976e-23,-1.7383e-24,0,0,0,0,4.8688e-17,-2.0845e-17,0,-2.5979e-20,1.1014e-33,5.4126e-33,4.1204e-17,2.9006e-18,-2.1945e-18,-1.3723e-35,1.3976e-23,-1.7383e-24,0,0.00010853,5.7405e-08,3.2576e-05,-4.0527e-08,1.7182e-21,8.4437e-21,9.6416e-05,4.7231e-05,1,0.058,0.058,0.098,0
3.0001e-18,-2.3175e-18,-2.0971e-35,1.4656e-23,-2.1719e-24,0,0,0,0,4.8667e-17,-2.0836e-17,0,-3.1915e-20,9.8735e-34,6.1696e-33,4.1186e-17,3.0001e-18,-2.3175e-18,-2.0971e-35,1.4656e-23,-2.1719e-24,0,0.00010848,5.8888e-08,3.2563e-05,-4.9787e-08,1.5403e-21,9.6246e-21,9.6375e-05,4.7212e-05,1,0.06,0.06,0.098,0
3.0994e-18,-2.4488e-18,-1.4311e-35,1.5353e-23,-2.65e-24,0,0,0,0,4.864e-17,-2.0823e-17,0,-3.6672e-20,6.8679e-34,7.229e-33,4.1162e-17,3.0994e-18,-2.4488e-18,-1.4311e-35,1.5353e-23,-2.65e-24,0,0.00010842,6.0093e-08,3.2545e-05,-5.7208e-08,1.0714e-21,1.1277e-20,9.632e-05,4.7187e-05,1,0.062,0.062,0.098,0
3.1988e-18,-2.5801e-18,-7.6502e-36,1.6049e-23,-3.1281e-24,0,0,0,0,4.8612e-17,-2.0811e-17,0,-4.1429e-20,3.8623e-34,8.2884e-33,4.1139e-17,3.1988e-18,-2.5801e-18,-7.6502e-36,1.6049e-23,-3.1281e-24,0,0.00010836,6.1297e-08,3.2527e-05,-6.4629e-08,6.0252e-22,1.293e-20,9.6265e-05,4.7161e-05,1,0.064,0.064,0.098,0
3.298e-18,-2.7197e-18,7.0244e-36,1.6768e-23,-3.6584e-24,0,0,0,0,4.8579e-17,-2.0797e-17,0,-4.5182e-20,4.1482e-34,1.2156e-32,4.1111e-17,3.298e-18,-2.7197e-18,7.0244e-36,1.6768e-23,-3.6584e-24,0,0.00010829,6.2257e-08,3.2505e-05,-7.0483e-08,6.4712e-22,1.8963e-20,9.62e-05,4.713e-05,1,0.066,0.066,0.098,0
3.3973e-18,-2.8593e-18,2.1699e-35,1.7488e-23,-4.1887e-24,0,0,0,0,4.8546e-17,-2.0782e-17,0,-4.8934e-20,4.4341e-34,1.6023e-32,4.1083e-17,3.3973e-18,-2.8593e-18,2.1699e-35,1.7488e-23,-4.1887e-24,0,0.00010822,6.3217e-08,3.2484e-05,-7.6338e-08,6.9172e-22,2.4996e-20,9.6134e-05,4.7099e-05,1,0.068,0.068,0.098,0
3.4964e-18,-3.0071e-18,3.0152e-35,1.8236e-23,-4.7872e-24,0,0,0,0,4.8509e-17,-2.0766e-17,0,-5.1855e-20,-2.1833e-34,1.8952e-32,4.1051e-17,3.4964e-18,-3.0071e-18,3.0152e-35,1.8236e-23,-4.7872e-24,0,0.00010813,6.3962e-08,3.2459e-05,-8.0894e-08,-3.406e-22,2.9566e-20,9.606e-05,4.7064e-05,1,0.07,0.07,0.098,0
3.5955e-18,-3.155e-18,3.8606e-35,1.8984e-23,-5.3857e-24,0,0,0,0,4.8472e-17,-2.075e-17,0,-5.4776e-20,-8.8008e-34,2.1882e-32,4.102e-17,3.5955e-18,-3.155e-18,3.8606e-35,1.8984e-23,-5.3857e-24,0,0.00010805,6.4708e-08,3.2435e-05,-8.5451e-08,-1.3729e-21,3.4136e-20,9.5986e-05,4.7029e-05,1,0.072,0.072,0.098,0
3.6944e-18,-3.3111e-18,3.2315e-35,1.9762e-23,-6.0733e-24,0,0,0,0,4.8431e-17,-2.0732e-17,0,-5.7023e-20,-1.2531e-33,1.9402e-32,4.0985e-17,3.6944e-18,-3.3111e-18,3.2315e-35,1.9762e-23,-6.0733e-24,0,0.00010796,6.5275e-08,3.2408e-05,-8.8956e-08,-1.9548e-21,3.0268e-20,9.5906e-05,4.699e-05,1,0.074,0.074,0.098,0
3.7933e-18,-3.4672e-18,2.6025e-35,2.054e-23,-6.7609e-24,0,0,0,0,4.8391e-17,-2.0715e-17,0,-5.927e-20,-1.6261e-33,1.6923e-32,4.0951e-17,3.7933e-18,-3.4672e-18,2.6025e-35,2.054e-23,-6.7609e-24,0,0.00010787,6.5842e-08,3.2381e-05,-9.2462e-08,-2.5367e-21,2.6399e-20,9.5825e-05,4.6951e-05,1,0.076,0.076,0.098,0
3.8921e-18,-3.6316e-18,8.1911e-36,2.1342e-23,-7.5502e-24,0,0,0,0,4.8348e-17,-2.0696e-17,0,-6.0981e-20,-1.6822e-33,1.3967e-32,4.0915e-17,3.8921e-18,-3.6316e-18,8.1911e-36,2.1342e-23,-7.5502e-24,0,0.00010778,6.6262e-08,3.2352e-05,-9.513e-08,-2.6243e-21,2.1788e-20,9.574e-05,4.691e-05,1,0.078,0.078,0.098,0
3.9908e-18,-3.796e-18,-9.6426e-36,2.2144e-23,-8.3395e-24,0,0,0,0,4.8305e-17,-2.0678e-17,0,-6.2691e-20,-1.7384e-33,1.101e-32,4.0878e-17,3.9908e-18,-3.796e-18,-9.6426e-36,2.2144e-23,-8.3395e-24,0,0.00010768,6.6682e-08,3.2324e-05,-9.7798e-08,-2.7119e-21,1.7176e-20,9.5655e-05,4.6868e-05,1,0.08,0.08,0.098,0
4.0894e-18,-3.9686e-18,5.0585e-36,2.2959e-23,-9.2444e-24,0,0,0,0,4.826e-17,-2.0658e-17,0,-6.398e-20,-1.6485e-33,1.2097e-32,4.084e-17,4.0894e-18,-3.9686e-18,5.0584e-36,2.2959e-23,-9.2444e-24,0,0.00010758,6.6985e-08,3.2294e-05,-9.9808e-08,-2.5717e-21,1.8871e-20,9.5565e-05,4.6825e-05,1,0.082,0.082,0.098,0
4.188e-18,-4.1413e-18,1.9759e-35,2.3774e-23,-1.0149e-23,0,0,0,0,4.8215e-17,-2.0639e-17,0,-6.5268e-20,-1.5587e-33,1.3183e-32,4.0802e-17,4.188e-18,-4.1413e-18,1.9759e-35,2.3774e-23,-1.0149e-23,0,0.00010748,6.7288e-08,3.2264e-05,-1.0182e-07,-2.4315e-21,2.0566e-20,9.5476e-05,4.6782e-05,1,0.084,0.084,0.098,0
4.2864e-18,-4.3221e-18,2.6846e-35,2.459e-23,-1.118e-23,0,0,0,0,4.8168e-17,-2.0619e-17,0,-6.623e-20,-5.854e-34,1.2791e-32,4.0762e-17,4.2864e-18,-4.3221e-18,2.6846e-35,2.4589e-23,-1.118e-23,0,0.00010738,6.7499e-08,3.2233e-05,-1.0332e-07,-9.1321e-22,1.9954e-20,9.5384e-05,4.6737e-05,1,0.086,0.086,0.098,0
4.3848e-18,-4.5029e-18,3.3932e-35,2.5405e-23,-1.221e-23,0,0,0,0,4.8122e-17,-2.0599e-17,0,-6.7192e-20,3.8786e-34,1.2399e-32,4.0723e-17,4.3848e-18,-4.5029e-18,3.3932e-35,2.5405e-23,-1.221e-23,0,0.00010727,6.7709e-08,3.2202e-05,-1.0482e-07,6.0507e-22,1.9342e-20,9.5292e-05,4.6692e-05,1,0.088,0.088,0.098,0
4.483e-18,-4.692e-18,9.6574e-36,2.6214e-23,-1.336e-23,0,0,0,0,4.8074e-17,-2.0578e-17,0,-6.7905e-20,1.1598e-33,1.0435e-32,4.0683e-17,4.483e-18,-4.692e-18,9.6573e-36,2.6214e-23,-1.336e-23,0,0.00010717,6.7846e-08,3.217e-05,-1.0593e-07,1.8093e-21,1.6279e-20,9.5198e-05,4.6646e-05,1,0.09,0.09,0.098,0
4.5812e-18,-4.881e-18,-1.4617e-35,2.7024e-23,-1.451e-23,0,0,0,0,4.8027e-17,-2.0558e-17,0,-6.8618e-20,1.9317e-33,8.4717e-33,4.0643e-17,4.5812e-18,-4.881e-18,-1.4617e-35,2.7024e-23,-1.451e-23,0,0.00010706,6.7983e-08,3.2138e-05,-1.0704e-07,3.0134e-21,1.3216e-20,9.5103e-05,4.66e-05,1,0.092,0.092,0.098,0
4.6792e-18,-5.0783e-18,-1.2377e-36,2.7823e-23,-1.5779e-23,0,0,0,0,4.7978e-17,-2.0537e-17,0,-6.9143e-20,5.8669e-34,1.4518e-32,4.0602e-17,4.6792e-18,-5.0783e-18,-1.2377e-36,2.7823e-23,-1.5779e-23,0,0.00010695,6.8064e-08,3.2106e-05,-1.0786e-07,9.1522e-22,2.2648e-20,9.5008e-05,4.6553e-05,1,0.094,0.094,0.098,0
4.7772e-18,-5.2755e-18,1.2142e-35,2.8622e-23,-1.7048e-23,0,0,0,0,4.793e-17,-2.0516e-17,0,-6.9668e-20,-7.5832e-34,2.0565e-32,4.0561e-17,4.7772e-18,-5.2755e-18,1.2142e-35,2.8622e-23,-1.7048e-23,0,0.00010684,6.8144e-08,3.2074e-05,-1.0868e-07,-1.183e-21,3.2081e-20,9.4912e-05,4.6506e-05,1,0.096,0.096,0.098,0
4.875e-18,-5.4809e-18,2.6368e-35,2.9399e-23,-1.8442e-23,0,0,0,0,4.7881e-17,-2.0495e-17,0,-7.0054e-20,-3.0956e-33,2.0096e-32,4.0519e-17,4.875e-18,-5.4809e-18,2.6368e-35,2.9399e-23,-1.8442e-23,0,0.00010674,6.8182e-08,3.2041e-05,-1.0928e-07,-4.8291e-21,3.135e-20,9.4815e-05,4.6459e-05,1,0.098,0.098,0.098,0
4.9728e-18,-5.6863e-18,4.0594e-35,3.0176e-23,-1.9836e-23,0,0,0,0,4.7832e-17,-2.0474e-17,0,-7.044e-20,-5.4329e-33,1.9627e-32,4.0478e-17,4.9728e-18,-5.6863e-18,4.0594e-35,3.0176e-23,-1.9836e-23,0,0.00010663,6.8219e-08,3.2008e-05,-1.0989e-07,-8.4753e-21,3.0619e-20,9.4718e-05,4.6412e-05,1,0.1,0.1,0.098,0
5.0704e-18,-5.8998e-18,2.6085e-35,3.0917e-23,-2.1348e-23,0,0,0,0,4.7783e-17,-2.0453e-17,0,-7.0723e-20,-3.5134e-33,9.6401e-33,4.0436e-17,5.0704e-18,-5.8998e-18,2.6085e-35,3.0917e-23,-2.1348e-23,0,0.00010652,6.8224e-08,3.1975e-05,-1.1033e-07,-5.4809e-21,1.5039e-20,9.462e-05,4.6364e-05,1,0.102,0.102,0.098,0
5.168e-18,-6.1134e-18,1.1576e-35,3.1659e-23,-2.2859e-23,0,0,0,0,4.7733e-17,-2.0432e-17,0,-7.1006e-20,-1.594e-33,-3.4711e-34,4.0394e-17,5.168e-18,-6.1134e-18,1.1576e-35,3.1659e-23,-2.2859e-23,0,0.00010641,6.823e-08,3.1942e-05,-1.1077e-07,-2.4866e-21,-5.4149e-22,9.4522e-05,4.6316e-05,1,0.104,0.104,0.098,0
5.2654e-18,-6.335e-18,6.9059e-36,3.2357e-23,-2.4465e-23,0,0,0,0,4.7684e-17,-2.0411e-17,0,-7.1215e-20,7.9372e-34,8.0644e-34,4.0352e-17,5.2654e-18,-6.335e-18,6.9059e-36,3.2357e-23,-2.4465e-23,0,0.0001063,6.8211e-08,3.1909e-05,-1.111e-07,1.2382e-21,1.2581e-21,9.4424e-05,4.6268e-05,1,0.106,0.106,0.098,0
5.3628e-18,-6.5567e-18,2.2355e-36,3.3056e-23,-2.607e-23,0,0,0,0,4.7634e-17,-2.039e-17,0,-7.1424e-20,3.1814e-33,1.96e-33,4.031e-17,5.3628e-18,-6.5567e-18,2.2355e-36,3.3056e-23,-2.607e-23,0,0.00010619,6.8192e-08,3.1876e-05,-1.1142e-07,4.963e-21,3.0576e-21,9.4326e-05,4.622e-05,1,0.108,0.108,0.098,0
5.46e-18,-6.7865e-18,-9.5447e-36,3.3712e-23,-2.7745e-23,0,0,0,0,4.7584e-17,-2.0368e-17,0,-7.158e-20,2.2297e-33,3.7555e-33,4.0268e-17,5.46e-18,-6.7865e-18,-9.5447e-36,3.3712e-23,-2.7745e-23,0,0.00010607,6.8157e-08,3.1843e-05,-1.1166e-07,3.4783e-21,5.8586e-21,9.4227e-05,4.6171e-05,1,0.11,0.11,0.098,0
5.5572e-18,-7.0163e-18,-2.1325e-35,3.4369e-23,-2.942e-23,0,0,0,0,4.7534e-17,-2.0347e-17,0,-7.1735e-20,1.2779e-33,5.551e-33,4.0226e-17,5.5572e-18,-7.0163e-18,-2.1325e-35,3.4369e-23,-2.942e-23,0,0.00010596,6.8122e-08,3.1809e-05,-1.1191e-07,1.9936e-21,8.6597e-21,9.4128e-05,4.6123e-05,1,0.112,0.112,0.098,0
5.6542e-18,-7.2542e-18,-3.355e-35,3.4985e-23,-3.115e-23,0,0,0,0,4.7484e-17,-2.0325e-17,0,-7.1853e-20,-2.7453e-34,6.3174e-33,4.0183e-17,5.6542e-18,-7.2542e-18,-3.355e-35,3.4985e-23,-3.115e-23,0,0.00010585,6.8076e-08,3.1776e-05,-1.1209e-07,-4.2827e-22,9.8551e-21,9.4029e-05,4.6074e-05,1,0.114,0.114,0.098,0
5.7511e-18,-7.492e-18,-4.5775e-35,3.5602e-23,-3.2879e-23,0,0,0,0,4.7434e-17,-2.0304e-17,0,-7.1971e-20,-1.827e-33,7.0837e-33,4.0141e-17,5.7511e-18,-7.4921e-18,-4.5775e-35,3.5602e-23,-3.2879e-23,0,0.00010574,6.8029e-08,3.1742e-05,-1.1227e-07,-2.8501e-21,1.1051e-20,9.3929e-05,4.6025e-05,1,0.116,0.116,0.098,0
5.8479e-18,-7.738e-18,-1.9114e-35,3.6181e-23,-3.465e-23,0,0,0,0,4.7384e-17,-2.0282e-17,0,-7.2061e-20,-1.5676e-33,8.8656e-33,4.0098e-17,5.8479e-18,-7.738e-18,-1.9114e-35,3.6181e-23,-3.465e-23,0,0.00010563,6.7974e-08,3.1709e-05,-1.1241e-07,-2.4454e-21,1.383e-20,9.383e-05,4.5977e-05,1,0.118,0.118,0.098,0
